Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,Flow Pattern
0.6,6.5,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
1,6.5,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
1.5,6.5,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
2.5,6.5,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
0.6,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
1,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
1.5,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
0.6,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
1,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
1.5,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
0.6,25,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
1,25,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
1.5,25,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
2.5,0.1,0.001,0.00002,1000,1.8,0.07,-10,0.025,I
2.00167,0.01556,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
2.72077,0.01559,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
2.00167,0.01533,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
2.59528,0.01536,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
2.70552,0.038,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
2.69111,0.09119,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
2.61138,0.25449,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
2.85554,0.61122,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
4.27064,0.63183,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
4.15928,1.02404,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
4.14878,1.56271,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
4.13713,2.49531,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
4.12552,3.98421,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
4.01794,6.26566,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
4.20158,10.0077,0.001,0.00002,1000,1.8,0.07,-30,0.025,DB
1.03285,0.01526,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.68628,0.03845,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.63678,0.09509,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.66508,0.25753,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.57849,0.62723,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.60669,1.57528,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.63448,4.20247,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.01729,3.88304,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.01358,6.38926,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.66098,6.56355,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.40146,6.53823,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.25562,6.71517,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.15901,6.49199,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.1013,6.37222,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.15108,10.0514,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.10334,9.87154,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.06127,10.1323,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.03704,15.6315,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.02473,15.8182,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.01575,15.7627,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.01002,15.9454,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00404,26.0387,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00397,15.592,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.0039,9.76941,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00961,9.69078,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00994,3.86345,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00394,3.95353,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00389,1.52904,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.01004,1.53993,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.01064,0.60481,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00393,0.60954,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00388,0.23574,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.01,0.24832,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.01011,0.09179,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00402,0.09259,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00406,0.03862,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.0102,0.04005,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.01031,0.01549,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.0042,0.0154,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.10202,0.01526,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.25036,0.01489,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.64393,0.01568,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.03285,0.01526,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.60805,0.03902,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.0262,0.03832,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.67053,0.03821,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.69842,0.09311,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.99607,0.09335,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.63724,0.09367,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.03722,0.24904,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.67735,0.2409,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.6726,0.63285,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
1.0062,0.64434,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.99972,1.61779,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.68424,1.54188,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.67925,4.11192,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.26283,4.14411,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.25269,1.55373,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.25462,0.60967,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.2505,0.24653,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.24659,0.09527,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.25426,0.03972,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.10858,0.03832,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.10525,0.09189,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.10437,0.23416,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.10349,0.58767,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.10507,1.54361,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.10176,3.93247,0.001,0.00002,1000,1.8,0.07,-30,0.025,SW
0.00374,38.5125,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.00588,38.6535,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.00969,39.3966,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.00951,24.6828,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.01531,24.0392,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.02405,23.4075,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.03867,24.5842,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.06075,24.6724,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.05959,15.4546,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.10291,15.5209,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.1025,24.4052,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.10207,38.9562,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.15352,24.8551,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.15412,15.5701,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.25383,15.6315,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.24881,9.93905,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.39088,9.3898,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.87625,10.0366,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.64357,9.71532,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.40828,15.6898,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.25283,25.333,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.39719,25.4239,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.65213,39.5408,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.86767,39.6299,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.85005,25.1963,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.68597,26.3183,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.6414,15.51,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
0.85268,16.0218,0.001,0.00002,1000,1.8,0.07,-30,0.025,A
2.4617,1.60432,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.54383,0.01485,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
2.45479,2.52317,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
2.50639,3.90988,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.62943,6.51026,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
2.49935,6.24236,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
2.55116,10.1209,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.66415,9.78727,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.08523,9.9028,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.10742,15.8138,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.65901,15.8639,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
2.66776,15.9231,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.65342,26.1065,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.64785,42.3151,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.15381,40.9375,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.13038,26.0259,0.001,0.00002,1000,1.8,0.07,-30,0.025,I
1.67588,0.03895,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
2.40223,0.03903,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
2.5641,0.08848,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
1.7451,0.09655,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
2.49304,0.1467,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
2.66776,0.23975,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
2.65878,0.3691,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
2.84513,0.62144,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
2.90411,0.9567,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
4.06452,0.95858,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
3.95408,1.49746,0.001,0.00002,1000,1.8,0.07,-50,0.025,DB
0.00384,9.3595,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.01006,9.0034,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.0377,9.21203,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.08954,9.39904,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.1483,9.56965,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.20266,9.73104,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.39563,15.0378,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.25663,15.2228,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.14768,15.1716,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.09353,15.129,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.03937,15.0484,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.00954,14.9199,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.00383,14.8363,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.00372,23.1637,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.00972,24.0055,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.0392,24.2155,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.10011,23.6439,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.15061,24.0561,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.23787,23.7705,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.38467,23.8407,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.60719,24.2666,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.0037,37.264,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
0.00968,38.6182,0.001,0.00002,1000,1.8,0.07,-50,0.025,A
1.44028,0.09503,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.50569,0.14851,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
2.1839,0.63924,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
2.22855,1.02908,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
2.44515,1.53863,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
2.43623,2.36838,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
2.54615,3.87051,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.00818,0.06443,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.98107,0.09483,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.97694,0.1549,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.567,0.3906,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.5604,0.64765,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.55471,0.99691,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.54861,1.62874,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.54296,2.4335,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.61257,3.91813,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.01729,6.38342,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.01358,9.97193,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.00932,16.292,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.00592,24.7071,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.97338,4.08456,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.00141,2.46378,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
1.00479,1.64901,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.96114,1.07099,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.98854,0.65562,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.64465,6.27226,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.65765,9.94674,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.60959,15.5318,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.40657,10.2174,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.40828,6.44382,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.26476,6.72036,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.28363,9.89654,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.15986,6.80017,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09891,6.29522,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.03786,5.89781,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00917,6.02516,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00405,6.08472,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.64176,0.03877,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.65451,0.06428,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.65231,0.09749,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.64975,0.15458,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.38316,0.15414,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.39408,0.09723,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.38629,0.0604,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09877,0.0384,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09601,0.06271,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09797,0.09369,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09523,0.15076,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09952,0.23905,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09443,0.38461,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.094,0.63763,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09366,0.9524,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.09061,2.57856,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.03857,0.06149,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.03751,0.09603,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.03685,0.62494,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00971,2.43418,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.0038,2.49409,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00387,0.0395,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00987,0.04028,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00959,0.06015,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00385,0.06077,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00402,0.09492,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00932,0.09969,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00928,0.15339,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00391,0.15963,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00371,0.24927,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00902,0.24311,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00942,0.37416,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00387,0.38359,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00386,0.60805,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00894,0.61087,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00956,0.99789,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
0.00393,0.97818,0.001,0.00002,1000,1.8,0.07,-50,0.025,I
2.45203,0.01487,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
2.65132,0.0368,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
2.59747,0.09245,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
2.74227,0.24702,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
2.67979,0.37967,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
3.04026,0.62069,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
4.29834,0.60209,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
4.4159,0.96908,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
4.42709,1.53604,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
4.43581,2.39751,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
4.44704,3.91868,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
4.68309,6.11644,0.001,0.00002,1000,1.8,0.07,-70,0.025,DB
0.6305,0.01554,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.64829,0.03672,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.61926,0.09517,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.65304,0.25045,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.67166,0.61982,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.65654,1.04475,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.65765,1.58171,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.66006,4.09865,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.42253,4.09749,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.42324,6.4961,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.40067,1.58104,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.39943,0.60074,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.3982,0.25419,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.40668,0.09366,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.40543,0.03784,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.40429,0.01677,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.11187,0.01503,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.11218,0.03836,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.11525,0.09209,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.10731,0.24615,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.11028,0.63807,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.10782,1.46272,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.10288,3.90988,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.27124,10.1394,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.16939,10.2945,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.10572,10.1358,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.06945,16.068,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.04557,16.8225,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.0098,26.2592,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.01136,17.0762,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.01081,9.97193,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.01079,3.96521,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.01078,1.55275,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.0105,0.61743,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.01049,0.24932,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.01047,0.09181,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.01072,0.03883,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.01125,0.01568,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.0044,0.01542,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.0044,0.03878,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.0043,0.09171,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.0043,0.24529,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.00431,0.62648,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.00431,1.60016,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.00431,3.72666,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.00432,10.1223,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.00421,15.095,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.00422,25.4579,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.00643,25.4615,0.001,0.00002,1000,1.8,0.07,-70,0.025,SW
0.00432,40.3747,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.00643,41.0037,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.01005,41.0066,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.01166,25.86,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.0157,25.8618,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.02515,25.8636,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.03649,25.8672,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.05992,25.8691,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.10102,42.9562,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.10088,25.4776,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.1059,17.352,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.16544,16.0726,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.15763,25.4812,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.23449,27.099,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.41488,26.2813,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.26498,15.5887,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.40395,15.8316,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.40338,10.6192,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.64938,39.7945,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.63245,26.285,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.64701,15.5931,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.69587,10.1437,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
0.6947,6.30098,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.08523,6.30275,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.05693,4.22765,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.05456,2.4323,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.02706,1.60669,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1,1.02923,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.04865,0.62008,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.04688,0.39115,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.04482,0.24299,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.04072,0.09523,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.0892,0.03564,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.14027,0.01463,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.64739,2.47054,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.65064,3.97693,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.60353,1.53485,0.001,0.00002,1000,1.8,0.07,-70,0.025,A
1.57229,0.01509,0.001,0.00002,1000,1.8,0.07,-70,0.025,I
1.57849,0.0391,0.001,0.00002,1000,1.8,0.07,-70,0.025,I
1.58472,0.09528,0.001,0.00002,1000,1.8,0.07,-70,0.025,I
1.63081,0.25069,0.001,0.00002,1000,1.8,0.07,-70,0.025,I
1.67494,0.39135,0.001,0.00002,1000,1.8,0.07,-70,0.025,I
1.6377,0.63965,0.001,0.00002,1000,1.8,0.07,-70,0.025,I
1.64046,0.96833,0.001,0.00002,1000,1.8,0.07,-70,0.025,I
2.56266,1.06215,0.001,0.00002,1000,1.8,0.07,-70,0.025,I
